1.83,3.7,3.72
6.08,4.5,1.44
2.41,3.37,2.82
3.42,3.31,2.05
2.5,3.32,2.63
2.14,3.43,3.1
2.85,2.82,2.78
1.52,4.44,4.75
1.41,4.98,6.36
1.83,4.11,3.33
1.98,3.64,3.1
9.61,4.73,1.32
2.09,3.41,2.88
1.38,4.45,6.37
3.05,3.35,2.07
1.84,3.57,3.52
1.76,3.28,5.23
2.61,3.58,2.26
1.96,3.52,3.21
5.4,4.24,1.46
4.03,3.82,1.68
2.54,3.89,2.21
1.8,3.64,4.2
2.59,2.95,2.83
3.02,3.08,2.35
5.09,4.47,1.48
1.15,7.96,10.66
2.3,3.63,2.6
2.02,3.79,3.07
1.54,4.59,4.95
2.09,3.38,3.36
2.07,3.27,3.72
1.81,3.49,4.03
1.65,3.79,5.3
1.63,3.79,5.55
2.52,3.18,2.7
3.06,3.23,2.39
1.85,3.7,4.23
2.03,3.55,3.67
2.42,3.24,3.08
2.96,3.23,2.51
2.45,3.31,2.95
2.57,3.22,2.87
3.01,3.24,2.46
1.62,3.69,5.92
2.01,3.38,3.73
2.28,3.35,3.08
2.31,3.32,3.07
2.53,3.24,2.8
2.84,3.09,2.6
2.03,3.42,3.62
1.84,3.48,4.38
2.44,3.27,2.88
2.13,3.39,3.39
2.1,3.4,3.43
2.14,3.38,3.36
3.15,3.29,2.28
2.12,3.33,3.45
2.79,3.34,2.48
2.08,3.37,3.52
2.85,3.33,2.42
2.52,3.22,2.79
4.5,3.51,1.79
2.6,3.28,2.65
2.12,3.29,3.44
1.76,3.77,4.03
1.8,3.7,3.89
2,3.48,3.36
1.72,3.78,4.15
2.06,3.42,3.26
2.19,3.42,2.98
1.56,4.02,5.1
1.76,3.59,4.2
2.69,3.35,2.4
2.26,3.31,2.92
1.68,3.74,4.57
2.03,3.48,3.28
2.45,3.43,2.6
1.76,3.57,4.24
2.83,3.36,2.3
5.83,4.72,1.37
1.38,4.64,8.37
1.46,4.27,7.18
2.26,3.33,2.99
1.8,3.63,4.14
1.9,3.55,3.73
1.18,7,8.85
3.47,4.4,1.68
1.63,4.16,3.97
2.22,3.72,2.57
2.17,3.97,2.53
2.44,3.65,2.35
2.4,3.1,2.7
3.47,2.94,2.21
2.48,3.07,2.83
1.66,3.92,4.31
2.87,3.31,2.39
2.57,3.43,2.57
2.66,3.37,2.51
2.43,3.4,2.75
4.91,3.97,1.62
2.57,3.33,2.58
2.39,3.54,2.66
2.12,3.48,3.17
3.26,3.68,2.01
2.88,3.49,2.27
2.45,3.44,2.64
1.95,3.7,3.45
2.54,3.26,2.79
1.82,3.47,4.52
2.67,3.18,2.7
2.26,3.16,3.38
2.28,3.4,3.03
2.31,3.39,2.99
1.9,3.35,3.77
1.79,3.36,4.22
1.72,3.56,4.57
6.95,5.3,1.36
2.45,4.1,2.29
1.66,3.84,4.7
1.68,3.54,5.15
3.16,3.49,2.04
2.43,3.48,2.54
2.4,3.6,2.4
1.96,3.2,3.63
2.56,3.23,2.82
2.32,3.41,3.02
2.23,3.32,3.45
2.57,3.46,2.76
1.83,3.27,4.06
2.68,3.29,2.63
3.59,3.55,2.01
1.89,3.65,3.94
2.38,3.33,2.94
1.74,3.52,5.07
1.83,3.38,4.56
2.73,3.46,2.38
1.91,4.2,2.88
3.8,4.5,1.6
6.5,5.5,1.29
4.21,4.2,1.58
1.81,4.01,3.25
1.81,3.4,3.78
3.2,4.5,1.73
1.8,4.5,3
2.3,4,2.3
1.52,3.45,5.73
5.95,5.5,1.31
1.4,4.53,5.48
4.46,4.5,1.51
1.68,3,5.45
1.02,19.5,33.67
1.34,5,5.9
2.12,4,2.59
2.17,4,2.5
1.2,5.5,10
1.8,3.5,3.6
2.32,3.49,2.77
1.29,5,7.5
2,4,2.75
3.75,4.33,1.62
1.5,3.1,8
2.6,2.88,2.63
2.6,2.88,2.63
1.8,3.6,3.6
4.33,3.75,1.62
1.73,3.5,4
1.82,3.4,3.76
1.2,6.5,8
2.75,4.5,1.91
1.51,5.5,3.79
1.8,3.6,3.6
1.25,6,7
2.1,3.25,3
1.73,3.3,4.33
1.91,3.4,3.4
1.91,3.25,3.5
2.11,3.75,2.7
4.01,4.3,1.57
3.97,4.33,1.58
4.3,4.33,1.54
3.74,3.75,1.73
1.94,3.73,3.14
1.78,3.54,3.73
3.52,3.58,2.02
2.72,3.22,2.52
2.4,3.26,2.93
1.91,3.42,3.95
3.5,3.25,1.91
3.5,3.25,1.91
1.67,3.96,4.88
1.6,3.6,4.75
1.76,3.7,4.46
1.7,3.51,4.26
1.1,9,14
3.5,3.3,1.91
1.52,3.83,5.82
3.82,3.45,1.83
2.12,3.45,3.38
2.2,3.3,3.33
1.82,3.38,4.6
2.07,3.49,3.45
1.69,4.07,3.85
6.43,4.75,1.34
1.08,9.59,15.17
2.08,3.72,2.9
2.11,3.62,2.92
2.19,3.56,2.82
2.16,3.87,2.67
1.52,4.24,5
5.82,4.65,1.43
1.77,3.5,4.43
2.18,3.53,2.87
1.44,4.5,5.66
1.69,3.67,4.3
2.54,3.74,2.22
1.6,4.47,3.7
1.63,4,3.97
2.11,3.75,2.7
2.98,4.18,1.85
2.64,3.37,2.62
2.3,5,2.1
1.72,3.69,4.27
3.07,3.18,2.23
1.89,3.59,3.8
1.62,3.95,4.99
2.97,3.25,2.34
1.91,3.35,4.01
1.67,3.94,4.28
3.11,3.3,2.3
3.07,3.39,2.17
1.97,3.36,3.69
1.27,5.83,8.79
2.46,3.13,3.01
1.47,4.17,7.07
2.62,3.17,2.71
1.97,3.3,3.9
1.28,5.52,6.25
2.72,3.25,2.46
1.48,3.99,6.43
2.18,3.29,3.13
2.3,3.37,2.83
1.71,3.64,4.58
1.92,3.15,4.56
9.1,5.76,1.23
1.63,3.33,5.37
1.82,3.55,4.21
1.98,3.36,3.75
2.75,3.17,2.58
2.4,3.11,3.02
5.24,3.93,1.63
2.23,3.41,2.81
1.67,3.66,4.76
3.66,3.56,1.94
2.39,3.22,3.08
3.45,3.4,2.13
3.12,3.31,2.32
4.88,3.79,1.68
2.63,3.11,2.8
2.17,3.22,3
1.31,5.08,9.6
3.36,3.32,2.14
2.26,3.12,3.29
2.1,3.44,3.43
3,3.56,2
1.29,5.42,6.56
1.27,4.97,9.06
1.7,4.09,3.93
1.17,6.85,12.35
3.27,3.92,1.91
1.32,5.08,9.77
1.1,7.83,13.72
1.17,6.31,10.88
1.67,3.81,4.61
1.74,3.82,4.43
2.42,3.35,2.85
1.44,4.6,6.64
2.99,3.07,2.36
3.41,3.96,1.91
4.79,3.64,1.69
2.06,3.52,3.2
1.88,3.61,4.02
1.72,3.04,5.18
1.53,3.26,7.09
1.53,3.82,7.03
1.65,3.94,4.65
1.57,3.64,5.08
2.19,3.64,2.78
1.26,5.05,9.5
1.54,3.68,6.28
2.43,3.23,2.65
1.99,3.76,2.81
2.57,3.05,3.06
2.26,2.88,3.1
6.44,4.06,1.47
2.35,3.08,3.1
2.02,3.15,3.87
2.57,2.92,2.96
2.41,2.99,3.11
1.83,3.41,4.33
2.09,4.09,2.56
1.53,4.17,5.93
2.68,3.08,2.53
2.32,3.52,2.69
9.93,5.35,1.24
3.25,3.45,2.11
2.06,3.16,3.76
2.02,3.3,3.35
1.39,4.87,7.65
3.23,3.35,2.16
4.64,3.62,1.74
2.48,3.33,2.82
3.61,3.34,2
1.28,5.25,8.33
1.66,3.66,5.63
1.7,3.86,4.8
3.14,3.52,2.21
2.52,3.36,2.74
1.63,3.78,5.23
1.88,3.61,3.84
2.6,3.26,2.64
1.84,3.54,4.14
2.66,3.27,2.58
1.34,4.6,7.67
3.55,3.32,2.1
2.22,3.12,3.34
7.44,4.62,1.34
1.43,4.18,6.56
2.51,3.33,2.51
1.83,3.3,4.54
1.79,3.5,4.16
7.91,4.91,1.33
1.46,3.87,7.02
2.61,3.58,2.31
2.57,3.23,2.78
1.43,4.05,6.38
3.22,3.25,2.09
1.6,3.7,5.28
1.82,3.35,4.11
1.31,4.71,9.21
1.17,6.89,13.05
1.89,3.41,4.1
8.22,4.39,1.41
1.9,3.56,4.01
1.49,4.07,7.02
1.75,3.49,4.2
1.42,4.38,7.81
1.23,6.3,11.31
1.48,4.2,6.06
1.32,4.69,9.27
1.68,3.29,4.7
2.13,3.35,3.24
1.69,3.53,4.42
2.71,3.35,2.59
6.64,3.7,1.55
1.21,5.97,10.11
1.67,3.76,4.49
1.53,4.18,6.02
1.87,3.51,3.77
1.42,4.03,7.22
3.94,3.4,1.9
3.76,3.6,1.91
3.05,3,2.39
3.08,3.68,2.02
1.51,3.91,6.93
2.37,3.18,3.07
1.39,4.87,8.46
2.2,3.22,3.07
2.45,3.03,3.12
1.86,3.55,4.53
2.09,3.38,3.37
2.94,3.2,2.28
2.11,3.3,3.79
1.96,3.5,3.75
2.49,3.04,2.75
1.53,4.12,5.45
2.44,3.35,2.6
1.6,3.51,5.57
1.41,4.45,7.9
1.76,3.52,4.75
1.94,3.27,3.72
1.83,3.53,3.98
1.88,3.32,4.1
3.11,3.2,2.1
1.63,3.89,5.17
3.23,3.26,2.23
2.55,3.41,2.32
1.9,3.4,3.5
1.64,3.54,5.02
1.5,3.96,5.74
2.56,3.03,2.56
1.75,3.52,4.82
2.86,3.15,2.54
2.22,3.18,3.18
2.23,3.21,3.22
1.66,3.67,4.58
2.88,3.16,2.49
1.53,3.78,5.31
2.07,3.57,3.38
1.72,3.36,4.72
1.61,3.57,5.17
2.5,3.17,2.84
2.12,3.12,3.22
1.63,3.2,5.4
3.2,2.5,2.52
2.01,3.4,3.09
1.8,2.98,4.31
1.49,4.43,4.42
4.13,4.44,1.53
2.39,3,2.8
2.02,4,2.74
2.3,3.2,2.75
2.01,3,3.59
1.22,4.5,14
1.73,3,5
1.36,3.75,9
1.36,3.75,9
1.3,4,11
1.3,4,11
1.8,4.2,3.1
3.1,4.2,1.8
1.25,6,7
1.33,4.75,6.5
2,3.6,3
1.8,3.4,3.75
4.75,3.8,1.57
2.5,3.4,2.4
1.44,4.2,5.5
1.67,3.25,4.75
2.2,3.4,2.9
2.5,3.2,2.52
2.59,3.4,2.32
2,3.75,2.88
2,3.4,3.1
2.5,3.4,2.4
1.8,3.1,4.2
1.85,3,4.2
1.91,3.1,3.75
2.21,3,3.09
2.5,3.2,2.5
7.4,5.4,1.33
1.29,5.6,8.5
1.67,4.05,4.42
1.56,4.3,5.03
2.63,3.4,2.4
2.41,3.05,2.83
2.26,2.98,3.27
1.4,4.45,7.08
1.51,3.7,5.68
2,3.3,3.7
2.44,3.1,2.9
5.9,3.8,1.56
1.21,5.73,12.33
9.46,5.05,1.26
2.85,3.16,2.5
5.68,3.94,1.57
1.42,4.36,7.2
2.61,3,2.77
6.43,4,1.45
1.86,3.34,4.23
2.12,3.36,3.43
2.56,3.33,2.74
2.25,3.45,3.06
1.29,5.68,9.48
2.71,3.23,2.63
1.7,4.19,3.52
1.69,4.16,3.59
1.85,3.54,3.55
2.23,3.19,3.37
1.35,4.38,10.28
2.32,3.5,2.77
2.06,3.28,3.4
1.92,3.45,4.07
2.97,3.62,2.4
1.92,4.2,3.7
1.4,4.59,6.18
4.36,3.39,1.8
1.87,3.33,4.49
1.43,4.29,6.18
2.07,3.24,3.24
2.07,3.25,3.55
