winrate_home,winrate_away,rank_home,rank_away,head_to_head,home_prob,draw_prob,away_prob,game_conclusion
-0.6896551724137931,-0.7692307692307693,0.25,1.375,1.5,0.37789434191382837,-0.21534613083908957,-0.2575845624894783,HOME
0.6896551724137931,0.7692307692307693,0.875,-0.25,0.0,-1.5531560327706053,-1.121395036887995,2.1441529785003794,AWAY
0.0,0.0,-0.75,0.5,0.0,-0.2869488156441103,0.2837201249037243,0.2265282677212435,HOME
-0.10344827586206896,1.0384615384615385,1.125,0.5,0.0,-0.9064434759155048,0.38515078385722123,0.9781232763150599,DRAW
0.6551724137931034,1.2307692307692308,-0.375,0.875,0.0,-0.3624658280922428,0.3679910790041455,0.3710871812797303,DRAW
0.8620689655172413,-1.2692307692307692,1.0,0.75,1.0,-0.022286388839906506,0.18583806043256518,0.04579281110924062,AWAY
0.3448275862068966,0.38461538461538464,0.0,-0.625,0.0,-0.6108034499246017,1.3750588638212249,0.2553196302853345,HOME
0.5862068965517241,-0.6153846153846154,-0.5,0.125,0.0,0.9413066865276403,-1.0647669802599387,-0.5865095043912472,HOME
0.6551724137931034,0.5,-0.375,0.25,0.0,1.2007779859345498,-1.5252963564519653,-0.8872357152415363,DRAW
0.8620689655172413,-0.9615384615384616,0.0,0.25,1.25,0.37789434191382837,-0.723758610054488,-0.07993114551725543,AWAY
-1.0344827586206897,-1.1538461538461537,0.5,0.375,0.0,0.16861116405141602,-0.13133747540186255,0.04579281110924062,HOME
-0.4827586206896552,-1.3461538461538463,0.5,1.0,0.0,-1.858582789590682,-1.325160263909036,2.5003915611352387,AWAY
-0.41379310344827586,0.0,0.375,0.5,1.0,0.034229334055551064,0.21808268968650513,0.18484077400865342,HOME
-0.8620689655172413,-0.6153846153846154,0.5,0.25,0.0,1.2787219335824758,-1.0743110347478129,-0.8886285499593409,DRAW
-1.7241379310344827,-1.9230769230769231,0.5,-0.75,0.0,-0.7271208371997109,0.31712664043965205,0.9515281583749813,DRAW
